Source IP Address,Destination IP Address,Source Port,Destination Port,Protocol,Packet Length,Traffic Type,Geo-location Data,Severity Level,Action Taken
101.186.47.223,59.247.85.179,52562,37591,TCP,756,HTTP,"Kurnool, Goa",Low,Logged
18.223.38.41,38.9.127.223,28042,28245,ICMP,668,HTTP,"Jodhpur, Rajasthan",Low,Ignored
176.222.121.63,139.16.171.222,21638,11555,ICMP,1398,DNS,"Serampore, Chhattisgarh",High,Ignored
16.55.80.64,193.26.43.220,50764,15150,UDP,1162,DNS,"Amravati, Nagaland",Medium,Blocked
170.93.52.13,162.247.185.99,20056,5042,UDP,439,DNS,"Burhanpur, Tamil Nadu",Medium,Logged
164.113.243.78,148.111.4.0,60388,8532,UDP,337,DNS,"Jehanabad, Haryana",Medium,Logged
50.169.249.69,12.16.98.11,33165,50596,TCP,541,FTP,"Pimpri-Chinchwad, Karnataka",Low,Ignored
57.240.94.230,63.52.84.190,5868,44611,TCP,233,DNS,"Motihari, Chhattisgarh",High,Blocked
90.244.83.100,201.220.193.155,58797,39887,ICMP,354,FTP,"Delhi, Assam",High,Blocked
138.58.209.89,179.154.151.72,35736,39181,UDP,772,DNS,"Jamshedpur, Meghalaya",Low,Ignored
34.3.247.63,46.150.201.20,26595,18358,TCP,203,HTTP,"Shimla, Kerala",High,Logged
67.161.1.228,73.197.114.136,44446,4216,ICMP,1004,HTTP,"Bhatpara, Sikkim",High,Logged
205.16.158.65,116.125.15.81,61323,50116,ICMP,259,DNS,"Rajahmundry, Himachal Pradesh",Medium,Blocked
85.68.197.9,67.194.105.92,3783,7593,UDP,1232,DNS,"Giridih, Madhya Pradesh",Medium,Logged
191.225.255.236,111.162.135.59,21271,19970,ICMP,470,FTP,"Hosur, Gujarat",High,Logged
54.247.116.137,37.19.229.27,43441,49024,ICMP,390,HTTP,"Raurkela Industrial Township, Uttarakhand",Low,Blocked
194.156.100.171,7.136.62.193,54443,18612,UDP,1189,FTP,"Khora , Telangana",Low,Ignored
114.31.2.125,134.152.119.104,20417,52866,UDP,1408,FTP,"Chinsurah, Meghalaya",Medium,Ignored
117.67.138.152,26.201.199.212,32729,4257,TCP,379,DNS,"Bilaspur, Andhra Pradesh",Low,Logged
57.188.237.79,167.56.124.179,22605,1843,TCP,434,HTTP,"Karimnagar, Meghalaya",Medium,Logged
100.153.35.17,41.151.143.157,49664,29575,TCP,1085,HTTP,"Anantapur, Bihar",High,Logged
46.140.4.19,220.249.155.231,28183,1242,ICMP,265,HTTP,"Jamalpur, Rajasthan",Medium,Blocked
114.161.33.205,179.126.180.11,49875,23087,UDP,1069,HTTP,"Eluru, Tripura",Low,Ignored
152.156.213.103,42.205.117.95,21238,16053,UDP,1319,HTTP,"Dharmavaram, Madhya Pradesh",High,Blocked
122.87.126.96,177.185.239.11,3843,49215,TCP,1415,DNS,"Bhagalpur, Himachal Pradesh",High,Logged
136.242.7.127,18.219.0.161,19991,34759,ICMP,583,FTP,"Gwalior, Arunachal Pradesh",Medium,Blocked
177.216.207.151,194.233.167.146,57583,59834,UDP,1000,FTP,"Tirupati, West Bengal",Medium,Logged
42.36.40.204,103.199.42.73,53365,51155,UDP,931,HTTP,"Pali, Karnataka",Low,Blocked
133.164.84.148,111.7.162.210,37101,5900,UDP,595,HTTP,"Panihati, Uttar Pradesh",Low,Blocked
155.74.76.45,45.64.217.225,35732,37349,ICMP,182,HTTP,"Kottayam, Rajasthan",Low,Ignored
92.207.201.157,7.163.35.80,4699,16588,UDP,1407,FTP,"Barasat, Telangana",Medium,Logged
149.22.146.71,33.183.45.78,32431,44066,ICMP,1499,FTP,"Nandyal, Himachal Pradesh",High,Blocked
108.78.217.223,198.21.168.31,38155,15451,ICMP,479,HTTP,"Agra, Goa",Low,Ignored
165.147.117.143,41.67.90.54,46242,19145,ICMP,791,DNS,"Kurnool, Jharkhand",High,Blocked
156.160.228.37,14.215.128.52,20779,64420,UDP,688,HTTP,"Nashik, Andhra Pradesh",Medium,Logged
7.182.210.73,82.31.229.60,42978,13612,ICMP,993,FTP,"Alwar, Andhra Pradesh",High,Blocked
132.157.144.86,89.179.213.87,30350,11746,TCP,753,DNS,"Yamunanagar, Tripura",Low,Ignored
94.66.178.213,221.116.59.40,57953,15227,UDP,929,DNS,"South Dumdum, Bihar",Low,Blocked
73.220.239.75,73.135.10.190,22821,39991,ICMP,674,HTTP,"Sirsa, Sikkim",High,Logged
145.186.250.239,175.221.117.125,27325,25730,ICMP,111,FTP,"Kollam, West Bengal",Low,Logged
43.10.14.95,33.238.127.177,32419,61819,UDP,1390,DNS,"Ghaziabad, Bihar",Medium,Ignored
176.145.145.126,125.121.59.168,8888,11930,UDP,475,DNS,"Bhimavaram, Telangana",High,Ignored
209.34.120.191,162.211.193.99,35314,4211,TCP,617,HTTP,"Anand, Gujarat",High,Ignored
134.73.91.228,200.172.75.105,39960,4370,ICMP,1144,DNS,"Malegaon, Bihar",Low,Ignored
24.86.96.80,88.254.68.239,18674,58680,ICMP,1227,FTP,"Firozabad, Punjab",High,Ignored
75.43.57.139,71.251.5.163,63433,13049,TCP,1429,FTP,"Bareilly, Sikkim",High,Blocked
32.115.98.185,184.151.175.72,22237,21651,TCP,983,HTTP,"Sambhal, West Bengal",High,Blocked
156.126.250.15,203.77.13.105,44221,19747,UDP,962,HTTP,"Junagadh, Telangana",High,Blocked
121.104.172.244,102.235.44.42,30776,8455,ICMP,549,DNS,"Mango, Tamil Nadu",Low,Ignored
120.134.231.155,20.114.227.54,12331,35310,ICMP,365,HTTP,"Vasai-Virar, Maharashtra",High,Blocked
42.200.135.133,39.32.26.57,47885,41857,TCP,1393,HTTP,"Aizawl, Bihar",High,Ignored
221.32.142.232,99.164.84.92,63904,64123,TCP,609,FTP,"Bhusawal, West Bengal",Medium,Blocked
139.11.133.80,20.40.26.98,60982,47195,UDP,497,HTTP,"Serampore, Manipur",High,Blocked
39.134.189.98,10.114.90.81,61244,44670,TCP,650,DNS,"Bangalore, Punjab",Medium,Blocked
126.134.130.114,38.21.15.26,56817,20821,UDP,539,HTTP,"Sultan Pur Majra, Uttar Pradesh",High,Blocked
12.156.224.46,126.63.138.208,50736,29224,ICMP,1222,HTTP,"Phusro, Himachal Pradesh",High,Ignored
121.52.174.230,138.9.138.3,48288,27161,UDP,400,FTP,"Udaipur, Maharashtra",Low,Blocked
32.175.149.96,155.74.64.107,41114,5587,ICMP,171,DNS,"Nandyal, Nagaland",Medium,Blocked
217.12.42.74,5.4.2.19,64918,10967,ICMP,393,DNS,"Kadapa, Karnataka",Medium,Blocked
183.153.65.72,179.184.5.204,2960,65090,UDP,1495,HTTP,"Buxar, Tamil Nadu",Medium,Logged
63.61.217.76,59.195.190.207,5736,40793,UDP,908,DNS,"Bhopal, Maharashtra",Medium,Ignored
2.250.20.58,93.177.11.107,50430,62374,UDP,846,DNS,"Aizawl, Uttarakhand",Medium,Ignored
206.146.156.6,138.77.77.239,42402,39872,UDP,753,FTP,"Mathura, Punjab",Low,Ignored
86.159.15.219,177.197.6.123,12916,54205,UDP,876,HTTP,"Salem, Kerala",Low,Logged
20.111.2.253,197.184.68.237,7961,5229,ICMP,1205,FTP,"Katihar, Uttar Pradesh",Low,Ignored
189.143.199.147,6.62.168.188,41139,32310,UDP,1459,HTTP,"Udupi, Mizoram",Medium,Blocked
43.152.33.186,45.32.146.74,64196,10257,TCP,461,HTTP,"Ramagundam, Nagaland",High,Logged
170.114.185.120,47.65.46.33,42190,54789,ICMP,852,FTP,"Sagar, West Bengal",Low,Logged
10.117.16.30,220.139.28.15,3230,31384,TCP,522,DNS,"Ambala, Bihar",High,Blocked
64.114.208.107,201.73.247.64,3526,52262,TCP,419,FTP,"Raipur, Meghalaya",Medium,Blocked
136.51.175.239,68.225.8.75,22217,43738,UDP,1281,FTP,"Raebareli, Jharkhand",Medium,Logged
13.152.150.65,134.78.73.194,1782,36442,TCP,221,FTP,"Serampore, Telangana",High,Logged
144.10.58.190,87.251.84.86,32174,63749,ICMP,752,DNS,"Siwan, Bihar",Medium,Ignored
111.13.200.24,211.147.209.65,42497,55054,UDP,1433,DNS,"Bettiah, Telangana",Low,Ignored
70.66.134.239,153.231.71.175,30947,51021,ICMP,1495,FTP,"Kadapa, Bihar",Low,Ignored
108.228.134.206,117.136.19.167,41021,2065,ICMP,1106,FTP,"Ahmednagar, Chhattisgarh",Medium,Logged
139.84.164.2,19.109.132.251,1565,60126,TCP,1265,FTP,"Kulti, Telangana",High,Blocked
187.22.10.187,173.200.253.28,6470,39219,TCP,1443,FTP,"Phusro, Andhra Pradesh",High,Ignored
122.40.71.231,30.138.248.95,5088,30836,TCP,265,HTTP,"Nandyal, West Bengal",Low,Blocked
67.139.101.19,125.61.221.234,63677,29873,UDP,799,FTP,"Mumbai, Rajasthan",High,Ignored
36.151.234.128,97.81.200.95,33961,28665,ICMP,1331,FTP,"Proddatur, Gujarat",Low,Blocked
74.4.26.73,138.122.100.10,25959,36877,TCP,312,HTTP,"Dewas, Karnataka",High,Ignored
88.197.45.232,26.76.218.255,38896,30119,ICMP,765,DNS,"Tinsukia, Arunachal Pradesh",Medium,Blocked
45.246.6.63,158.156.84.167,32795,15060,UDP,281,HTTP,"Bally, Jharkhand",High,Blocked
218.71.147.124,95.140.245.91,61516,20388,ICMP,756,FTP,"Pudukkottai, Karnataka",High,Ignored
46.152.129.40,57.8.37.23,9385,44931,TCP,1147,DNS,"Tiruchirappalli, Karnataka",High,Blocked
92.185.225.54,143.197.35.224,29398,2152,UDP,1200,FTP,"Mau, Manipur",Medium,Blocked
186.59.148.253,46.105.54.128,50214,34017,TCP,251,DNS,"Haridwar, Himachal Pradesh",High,Blocked
19.207.46.145,98.159.197.239,55209,32396,TCP,919,HTTP,"Ghaziabad, Sikkim",Low,Ignored
120.114.111.231,178.17.220.199,60874,24657,TCP,1129,HTTP,"Cuttack, Gujarat",High,Ignored
160.184.138.89,23.81.144.160,1527,5868,ICMP,1198,HTTP,"Erode, Punjab",Medium,Logged
207.157.118.12,13.192.189.97,60447,3182,ICMP,138,DNS,"Kirari Suleman Nagar, Gujarat",Low,Ignored
36.151.235.97,70.243.174.45,43824,55847,UDP,916,DNS,"Salem, Nagaland",High,Ignored
109.222.81.91,159.18.251.151,48380,14760,UDP,1432,HTTP,"Bardhaman, Sikkim",Medium,Blocked
141.119.103.55,208.160.70.66,51481,24717,TCP,1374,DNS,"Panchkula, Telangana",Low,Logged
23.25.164.174,193.17.220.39,4765,64701,TCP,527,HTTP,"Karawal Nagar, Maharashtra",Medium,Blocked
222.8.78.101,159.4.48.242,56695,2963,UDP,151,FTP,"Mango, Haryana",Medium,Logged
170.4.195.120,95.84.55.131,15049,21873,ICMP,1342,DNS,"Patna, Bihar",Medium,Ignored
181.94.110.63,112.255.231.247,64305,47509,TCP,1130,DNS,"Ahmednagar, Manipur",High,Logged
220.94.70.112,75.178.149.57,40745,40660,TCP,165,HTTP,"Udupi, Arunachal Pradesh",Low,Ignored
190.226.84.39,123.227.112.34,63149,51675,TCP,699,DNS,"Ballia, Gujarat",Low,Logged
195.108.100.199,98.204.183.158,47202,34374,ICMP,1011,DNS,"Katihar, Bihar",High,Blocked
101.34.147.49,183.23.143.145,4534,20045,UDP,269,DNS,"Sikar, Odisha",Medium,Ignored
112.0.112.129,126.179.21.23,29120,16984,TCP,191,FTP,"Kharagpur, Tamil Nadu",Low,Ignored
164.130.78.178,106.90.88.113,25298,15522,TCP,857,FTP,"Bhusawal, Punjab",Low,Logged
188.240.232.61,4.68.35.171,59706,16019,UDP,185,HTTP,"Pune, Sikkim",Medium,Blocked
69.196.121.17,189.130.28.194,15471,14077,ICMP,1218,DNS,"Vijayanagaram, Jharkhand",High,Blocked
21.241.88.62,20.214.27.125,14980,2268,UDP,840,HTTP,"Rajpur Sonarpur, Assam",High,Blocked
183.232.221.151,22.52.20.71,24418,51905,ICMP,1231,HTTP,"Panihati, Haryana",Low,Blocked
118.22.233.222,97.21.212.19,35727,19824,UDP,405,HTTP,"Bhagalpur, West Bengal",Low,Ignored
46.2.65.41,124.151.96.83,28063,5399,UDP,950,FTP,"Kulti, Jharkhand",Low,Ignored
147.144.150.200,40.206.165.104,34048,4610,TCP,1169,DNS,"Rourkela, Goa",Low,Ignored
154.204.199.42,118.139.89.95,19994,38216,TCP,1421,FTP,"Silchar, Rajasthan",Low,Logged
199.99.42.144,181.134.93.188,6802,3589,UDP,1256,DNS,"Patiala, Uttar Pradesh",Low,Ignored
21.124.208.233,38.145.215.91,48898,13768,UDP,918,DNS,"Katni, Tamil Nadu",High,Blocked
83.50.76.127,206.82.239.81,30011,22133,ICMP,1045,FTP,"Karawal Nagar, Bihar",High,Ignored
24.125.73.137,45.101.92.136,25840,61711,TCP,682,DNS,"Panipat, Karnataka",Low,Ignored
171.114.183.187,223.37.146.232,57676,48662,ICMP,1180,HTTP,"Amravati, Tripura",High,Blocked
201.40.133.97,187.114.138.183,14667,29783,UDP,1096,DNS,"Belgaum, Goa",Medium,Blocked
166.164.231.112,151.104.212.94,59515,17703,UDP,602,HTTP,"Dehri, Goa",Medium,Ignored
155.106.195.182,113.221.9.71,13137,34562,TCP,936,HTTP,"Bhiwani, Himachal Pradesh",High,Blocked
142.123.61.145,93.51.63.105,22879,13304,ICMP,745,DNS,"Ballia, West Bengal",High,Ignored
113.24.134.235,99.154.13.112,12518,4109,TCP,864,FTP,"Durgapur, Assam",Low,Blocked
80.127.174.43,20.220.65.233,60942,32400,UDP,840,FTP,"Amravati, Kerala",High,Ignored
221.123.184.68,93.87.7.83,50546,37750,UDP,113,DNS,"Ambarnath, Nagaland",High,Blocked
6.88.103.99,41.62.150.58,1802,64516,TCP,1278,DNS,"Durgapur, Madhya Pradesh",High,Ignored
168.67.79.57,51.2.200.250,24615,7344,ICMP,1396,HTTP,"Pudukkottai, Tripura",Medium,Ignored
88.45.69.112,34.137.13.238,6317,64785,TCP,480,HTTP,"Kottayam, Andhra Pradesh",Low,Logged
46.133.61.99,123.198.86.24,47624,56422,ICMP,1012,DNS,"Hosur, Uttar Pradesh",Low,Ignored
215.165.97.84,222.191.74.17,53044,10522,UDP,1288,FTP,"Bhalswa Jahangir Pur, West Bengal",Medium,Ignored
32.192.112.0,48.47.95.5,34670,32963,TCP,981,DNS,"Tenali, West Bengal",Low,Logged
186.71.208.55,222.182.159.56,58122,26530,UDP,1065,HTTP,"Alwar, Punjab",Low,Ignored
70.79.171.160,28.97.190.244,27771,31653,TCP,1430,DNS,"South Dumdum, Punjab",Medium,Ignored
142.170.193.76,79.210.249.60,59910,32372,UDP,361,FTP,"Meerut, Tripura",High,Blocked
131.21.146.211,61.24.244.3,13631,55273,ICMP,149,DNS,"Bhimavaram, Bihar",Medium,Ignored
178.200.171.210,83.245.60.239,38041,35409,ICMP,994,DNS,"New Delhi, Goa",Medium,Logged
43.66.172.242,180.38.222.160,29133,17026,TCP,1477,FTP,"Kavali, Maharashtra",Medium,Blocked
118.75.227.188,146.236.154.133,25611,5918,ICMP,93,HTTP,"Anantapuram, Telangana",Low,Blocked
53.116.247.227,19.207.105.225,65490,17207,ICMP,545,HTTP,"Tenali, Uttarakhand",Medium,Ignored
190.27.0.0,74.77.142.223,18343,22211,UDP,884,FTP,"Tadepalligudem, Gujarat",High,Blocked
41.29.250.234,160.47.138.25,39630,5094,ICMP,270,HTTP,"Saharanpur, West Bengal",Medium,Logged
45.35.147.140,26.121.184.30,34856,3462,TCP,295,FTP,"Solapur, Rajasthan",Medium,Blocked
153.217.225.97,17.26.214.196,14403,20748,UDP,936,DNS,"Bally, Sikkim",High,Ignored
73.15.77.237,148.244.131.41,15972,55447,TCP,1316,HTTP,"Indore, Arunachal Pradesh",High,Logged
2.195.69.238,39.90.243.22,29807,19384,UDP,627,DNS,"Morena, Meghalaya",Low,Ignored
6.191.194.64,43.255.10.90,28920,34966,TCP,358,HTTP,"Ambala, Jharkhand",Medium,Logged
181.77.96.244,162.7.22.237,57464,54290,UDP,607,DNS,"Dehradun, Karnataka",Low,Ignored
175.58.200.27,208.224.160.121,23797,43363,ICMP,406,DNS,"Bhilwara, Assam",High,Blocked
58.76.127.159,2.100.151.35,22392,47251,ICMP,1159,DNS,"Korba, Jharkhand",Low,Logged
149.39.65.188,177.166.169.152,43928,29415,ICMP,1061,FTP,"Dehradun, Uttarakhand",Low,Blocked
157.11.111.34,140.92.205.164,45437,11693,ICMP,929,HTTP,"Hindupur, Goa",Medium,Blocked
145.89.97.135,95.26.70.134,63759,10553,UDP,681,FTP,"Karimnagar, Maharashtra",Low,Blocked
63.100.223.129,143.175.135.217,21104,1659,ICMP,654,DNS,"Sultan Pur Majra, Punjab",High,Logged
98.7.9.176,30.249.24.16,57671,22838,TCP,99,DNS,"Barasat, Himachal Pradesh",Low,Ignored
153.7.10.148,107.88.237.180,7258,12194,ICMP,1456,HTTP,"Sambalpur, Tamil Nadu",Medium,Blocked
44.152.155.0,173.194.17.65,33131,7310,ICMP,504,FTP,"Kumbakonam, Sikkim",Low,Ignored
165.118.158.17,52.83.216.99,8753,19778,ICMP,1014,DNS,"Orai, Himachal Pradesh",High,Ignored
153.251.195.153,158.60.164.42,35304,21333,ICMP,789,FTP,"Jaipur, Manipur",Medium,Logged
177.111.251.192,161.146.172.220,26018,17704,ICMP,187,HTTP,"Chennai, Arunachal Pradesh",High,Ignored
168.80.135.155,87.117.67.254,22356,38439,TCP,1346,FTP,"Bareilly, Madhya Pradesh",Medium,Blocked
4.139.251.112,80.18.27.47,61937,4228,ICMP,1342,DNS,"Dehradun, Mizoram",Medium,Ignored
105.178.231.234,40.142.119.98,36622,22576,UDP,1466,FTP,"Bharatpur, Tripura",Low,Ignored
72.214.250.68,51.28.216.182,57884,59520,ICMP,1028,HTTP,"Panipat, Tripura",Low,Blocked
156.40.95.245,104.153.1.20,57249,33334,TCP,74,HTTP,"Dhule, Madhya Pradesh",Low,Ignored
162.51.79.83,165.115.254.12,41341,25286,TCP,1258,HTTP,"Sasaram, Nagaland",Medium,Ignored
148.137.1.207,155.169.102.14,34016,14233,TCP,1119,DNS,"Hosur, Tamil Nadu",Medium,Blocked
49.200.247.176,99.121.70.214,17019,56026,ICMP,632,FTP,"Jabalpur, Assam",Medium,Ignored
108.197.110.232,171.251.92.99,40005,9682,UDP,565,DNS,"Jorhat, Maharashtra",Low,Ignored
78.202.80.182,92.190.155.145,11321,57360,ICMP,1411,FTP,"Bhind, Manipur",Low,Logged
70.56.128.100,219.27.55.253,28155,41939,ICMP,817,HTTP,"Chinsurah, Manipur",Low,Blocked
2.131.201.9,209.223.163.72,7838,40455,ICMP,696,FTP,"Mehsana, Meghalaya",High,Logged
12.180.7.98,142.112.90.224,45543,25907,TCP,1064,HTTP,"Jamnagar, Uttar Pradesh",Medium,Blocked
112.216.56.86,169.201.97.205,5822,26383,TCP,1355,HTTP,"Junagadh, Odisha",Low,Blocked
192.228.169.110,45.79.205.74,10552,48474,UDP,1484,FTP,"Guwahati, Karnataka",Low,Logged
12.42.210.171,32.26.129.226,31873,4675,ICMP,351,DNS,"Navi Mumbai, Gujarat",Medium,Blocked
13.33.21.178,37.178.140.85,46143,28268,UDP,1102,HTTP,"Ulhasnagar, Nagaland",Medium,Blocked
189.181.38.66,181.182.9.208,39371,4195,TCP,777,HTTP,"Suryapet, Madhya Pradesh",Low,Blocked
210.183.205.67,163.10.181.130,53272,20153,ICMP,1037,DNS,"Hospet, Bihar",Medium,Blocked
78.252.254.141,55.132.238.36,63411,26718,TCP,393,FTP,"Maheshtala, Haryana",Medium,Ignored
152.62.184.243,24.75.35.229,57566,41021,TCP,663,FTP,"Rohtak, Andhra Pradesh",Medium,Logged
187.159.227.134,152.38.214.27,19140,48161,UDP,1149,FTP,"Tiruppur, Bihar",Low,Blocked
182.206.184.208,64.51.152.178,50576,8811,ICMP,96,DNS,"Nellore, Tamil Nadu",Medium,Ignored
47.128.38.154,136.122.237.166,41343,11613,ICMP,635,FTP,"Moradabad, West Bengal",Low,Logged
175.237.39.253,185.73.61.2,35989,41386,UDP,1148,FTP,"Chandigarh, Tamil Nadu",Low,Ignored
135.14.191.235,71.201.67.196,64579,49922,UDP,363,DNS,"Hajipur, Tripura",Low,Blocked
15.216.59.85,106.142.202.209,6025,8715,ICMP,764,DNS,"Ranchi, Tripura",Low,Ignored
52.83.203.26,40.192.160.140,44318,25300,UDP,1252,FTP,"Sasaram, Haryana",Medium,Logged
19.23.156.38,137.50.215.156,25214,7963,TCP,317,HTTP,"Hazaribagh, Tamil Nadu",Medium,Ignored
84.192.215.111,81.137.71.53,55833,37704,ICMP,131,FTP,"Begusarai, Chhattisgarh",Medium,Ignored
129.202.190.148,12.183.21.80,35589,15934,TCP,1318,FTP,"Mumbai, Tripura",Low,Ignored
28.171.161.214,209.170.12.66,12870,59358,ICMP,1313,HTTP,"Bareilly, Sikkim",High,Ignored
5.141.73.230,41.177.55.68,49911,59351,ICMP,702,FTP,"Rohtak, Telangana",Low,Ignored
38.120.121.99,25.210.131.247,21884,44540,UDP,934,DNS,"Vasai-Virar, Karnataka",Medium,Ignored
43.94.106.169,142.203.108.92,4388,54347,ICMP,703,HTTP,"Karnal, Karnataka",Medium,Blocked
204.149.47.156,63.106.200.237,8453,31830,ICMP,665,DNS,"Chapra, Haryana",Low,Blocked
30.249.136.89,192.20.47.208,13801,38807,TCP,170,DNS,"Tumkur, Tripura",Low,Ignored
170.143.215.182,18.87.5.8,36264,21717,TCP,700,HTTP,"Ozhukarai, Jharkhand",Low,Ignored
93.161.193.224,74.28.213.206,63617,62970,UDP,1180,FTP,"Bhilai, Haryana",Low,Blocked
20.145.84.49,39.221.87.217,6383,24607,ICMP,1126,DNS,"Eluru, Nagaland",High,Ignored
7.39.223.207,5.111.157.205,25486,3032,UDP,458,HTTP,"Uluberia, Jharkhand",High,Logged
214.225.36.206,118.205.33.105,17556,4861,ICMP,358,HTTP,"Ozhukarai, Rajasthan",High,Ignored
184.252.92.218,85.111.195.169,33564,20580,UDP,343,HTTP,"Udupi, Odisha",High,Blocked
93.101.33.166,197.224.171.53,30958,18130,TCP,484,HTTP,"Dharmavaram, Rajasthan",High,Ignored
89.85.227.146,35.1.152.136,1580,56765,ICMP,1429,HTTP,"Loni, West Bengal",Low,Ignored
59.192.51.74,175.233.130.19,25916,47826,ICMP,809,FTP,"Latur, Rajasthan",Low,Blocked
105.29.175.183,36.105.242.184,4823,9400,TCP,401,HTTP,"Motihari, Kerala",Medium,Blocked
116.151.194.72,169.82.74.2,65349,57125,ICMP,623,DNS,"Bongaigaon, West Bengal",High,Logged
1.75.37.33,152.70.88.140,29861,47565,UDP,800,DNS,"Panchkula, Karnataka",Medium,Logged
106.237.122.206,60.123.110.246,21524,28846,UDP,255,FTP,"Hubli–Dharwad, Odisha",Low,Ignored
218.94.203.177,66.105.40.191,23905,27350,UDP,897,HTTP,"Erode, Gujarat",Medium,Blocked
44.206.8.58,28.103.146.204,3476,40884,UDP,564,DNS,"Dibrugarh, Andhra Pradesh",Low,Logged
203.243.8.171,149.130.215.138,1062,9454,TCP,183,HTTP,"Madhyamgram, Tripura",Low,Ignored
138.250.111.13,203.228.67.174,50871,49674,TCP,1148,FTP,"Rourkela, Madhya Pradesh",High,Blocked
33.150.28.116,32.112.91.102,63579,52192,TCP,634,HTTP,"Arrah, Odisha",High,Blocked
112.115.229.72,92.156.126.181,30760,35281,ICMP,912,DNS,"Sultan Pur Majra, Uttarakhand",High,Blocked
165.162.88.49,14.26.203.80,46431,62403,UDP,714,FTP,"Dhanbad, Goa",Low,Ignored
87.14.59.123,12.117.164.214,36389,21711,TCP,597,DNS,"Chinsurah, Assam",High,Blocked
147.53.142.100,162.208.194.102,5149,36566,ICMP,789,HTTP,"Sikar, Madhya Pradesh",Medium,Ignored
202.217.130.44,184.217.148.61,64407,49109,ICMP,76,HTTP,"Aurangabad, Uttarakhand",High,Logged
108.251.229.45,161.110.94.123,3491,36573,ICMP,1492,DNS,"Bardhaman, Madhya Pradesh",Low,Ignored
215.18.176.246,97.47.117.254,9588,49422,TCP,636,HTTP,"Coimbatore, Assam",Low,Ignored
25.69.86.132,207.105.136.40,39556,62434,ICMP,618,DNS,"Bongaigaon, Jharkhand",High,Blocked
161.251.129.46,44.245.171.63,48303,1360,TCP,374,FTP,"Jamnagar, Bihar",Medium,Blocked
99.186.197.104,188.123.45.73,15087,54573,ICMP,658,DNS,"Panihati, Telangana",Low,Blocked
166.152.240.222,50.2.12.248,9020,32909,TCP,896,HTTP,"Rampur, Haryana",Medium,Logged
76.110.132.214,96.18.23.33,63864,26439,TCP,1026,HTTP,"Guwahati, Maharashtra",High,Blocked
47.120.123.121,152.202.185.130,14060,47657,TCP,409,DNS,"Ghaziabad, Assam",Medium,Blocked
161.127.200.94,84.105.100.110,7290,56986,ICMP,107,FTP,"Guntur, Assam",High,Blocked
60.243.248.229,95.100.65.221,15554,28585,UDP,709,HTTP,"Mirzapur, Kerala",Medium,Logged
223.175.84.7,85.22.212.178,23246,1351,ICMP,986,DNS,"Uluberia, Assam",Medium,Blocked
196.35.69.91,44.174.93.118,11789,57053,TCP,142,DNS,"Muzaffarpur, Assam",Medium,Logged
31.78.102.5,141.114.122.65,26602,28458,TCP,179,FTP,"Purnia, Madhya Pradesh",Low,Blocked
212.123.30.99,159.48.34.246,58294,57806,UDP,1064,HTTP,"Sri Ganganagar, Meghalaya",Medium,Ignored
177.190.207.121,219.71.2.18,33132,56384,UDP,855,HTTP,"Kharagpur, Manipur",Low,Logged
76.23.234.149,53.164.108.224,17515,59886,ICMP,159,FTP,"Karawal Nagar, West Bengal",Medium,Blocked
167.195.245.68,139.233.117.141,4797,4465,UDP,825,HTTP,"Tadipatri, Sikkim",High,Blocked
126.220.24.179,145.121.184.200,37138,23409,ICMP,264,HTTP,"Bhind, Jharkhand",Low,Blocked
200.2.225.142,28.32.61.201,19080,8964,UDP,182,DNS,"Meerut, Telangana",Low,Ignored
170.201.48.227,162.184.208.68,46344,11123,ICMP,297,DNS,"Aurangabad, Nagaland",Low,Ignored
5.27.195.84,50.232.163.229,1675,20302,ICMP,1450,FTP,"Jalgaon, Punjab",High,Ignored
158.37.10.185,94.23.182.134,27928,61051,ICMP,1207,FTP,"Srinagar, Assam",Low,Blocked
115.173.37.192,8.15.94.14,18336,25207,ICMP,880,FTP,"Moradabad, Arunachal Pradesh",Medium,Logged
149.64.43.3,67.239.64.232,17443,17277,TCP,680,FTP,"Motihari, West Bengal",Medium,Ignored
148.215.49.1,159.93.136.216,64181,54972,TCP,798,HTTP,"Bellary, Arunachal Pradesh",High,Blocked
201.173.125.184,198.246.180.205,52393,38470,TCP,517,HTTP,"Gurgaon, Kerala",High,Logged
57.23.90.198,141.84.52.177,19171,24372,TCP,938,FTP,"Bhiwandi, Nagaland",High,Ignored
111.19.218.221,75.124.3.19,34616,4349,TCP,166,HTTP,"Pali, Andhra Pradesh",Medium,Logged
1.155.209.217,99.0.7.193,26262,46982,TCP,1366,FTP,"Rourkela, Maharashtra",High,Blocked
143.58.219.230,189.131.7.198,48763,24506,TCP,917,FTP,"Tirunelveli, Goa",Medium,Ignored
51.114.130.2,130.39.11.181,63215,5903,TCP,1143,DNS,"Chandrapur, West Bengal",Low,Blocked
87.52.157.81,120.151.222.231,35960,61144,TCP,1083,FTP,"Sasaram, Rajasthan",Low,Logged
158.174.20.241,43.85.131.113,21914,62761,TCP,661,FTP,"Dhanbad, Himachal Pradesh",Low,Blocked
222.157.160.79,166.166.165.227,49513,22585,UDP,438,DNS,"Karaikudi, Rajasthan",High,Logged
64.184.244.44,23.151.151.26,36536,63014,UDP,798,DNS,"Srinagar, Maharashtra",Medium,Ignored
